adsh,cik,countryinc,filed,form,fy,name,period,Assets,EarningsPerShareBasic,Liabilities,NetIncomeLoss,StockholdersEquity,WeightedAverageNumberOfSharesOutstandingBasic,ticker,sector,stock_price,next_period,next_period_price
0001222840-15-000024,1222840,US,2015-11-04,10-Q,2015.0,"RETAIL PROPERTIES OF AMERICA, INC.",2015-09-30,4803849000.0,,2610800000.0,78329000.0,2191555000.0,236439000.0,RPAI,CONSUMER SERVICES,14.09,2015-12-31,14.77
0001223786-15-000030,1223786,US,2015-11-05,10-Q,2015.0,"NUSTAR GP HOLDINGS, LLC",2015-09-30,372731000.0,0.39,,16917000.0,,42913969.0,NSH,ENERGY,26.73,2015-12-31,21.15
0001224608-15-000046,1224608,US,2015-11-03,10-Q,2015.0,"CNO FINANCIAL GROUP, INC.",2015-09-30,31011200000.0,0.18,26840200000.0,33800000.0,4171000000.0,190260000.0,CNO,FINANCE,18.81,2015-12-31,19.09
0001230245-15-000152,1230245,US,2015-10-30,10-Q,2015.0,PIPER JAFFRAY COMPANIES,2015-09-30,2299062000.0,0.32,1466467000.0,4831000.0,795385000.0,13938000.0,PJC,FINANCE,36.17,2015-12-31,40.4
0001230276-15-000035,1230276,US,2015-10-26,10-Q,2015.0,"PANDORA MEDIA, INC.",2015-09-30,820743000.0,,298085000.0,-85930000.0,522658000.0,,P,CONSUMER SERVICES,21.34,2015-12-31,13.41
0001232582-15-000155,1232582,US,2015-11-09,10-Q,2015.0,ASHFORD HOSPITALITY TRUST INC,2015-09-30,4883600000.0,-0.26,3905524000.0,-16321000.0,862543000.0,95888000.0,AHT,CONSUMER SERVICES,6.1,2015-12-31,6.31
0001252849-15-000140,1252849,US,2015-10-29,10-Q,2015.0,"COLUMBIA PROPERTY TRUST, INC.",2015-09-30,5222679000.0,0.16,2580379000.0,20143000.0,,124359000.0,CXP,CONSUMER SERVICES,23.2,2015-12-31,23.48
0001261654-15-000042,1261654,US,2015-12-02,10-K,2015.0,UNIVERSAL TECHNICAL INSTITUTE INC,2015-09-30,274302000.0,-0.41,160827000.0,-9823000.0,113475000.0,,UTI,CONSUMER SERVICES,3.51,2015-12-31,4.66
0001274494-15-000042,1274494,US,2015-11-09,10-Q,2015.0,"FIRST SOLAR, INC.",2015-09-30,7060642000.0,3.46,1671914000.0,349318000.0,5388728000.0,100906000.0,FSLR,TECHNOLOGY,42.75,2015-12-31,65.99
0001275477-15-000082,1518621,US,2015-10-30,10-Q,2015.0,"ORCHID ISLAND CAPITAL, INC.",2015-09-30,2293130000.0,-0.42,2037261000.0,,255869000.0,,ORC,CONSUMER SERVICES,9.25,2015-12-31,9.93
0001276187-15-000094,1276187,US,2015-11-06,10-Q,2015.0,"ENERGY TRANSFER EQUITY, L.P.",2015-09-30,70168000000.0,,,293000000.0,,,ETE,PUBLIC UTILITIES,20.81,2015-12-31,13.74
0001279363-15-000062,1279363,US,2015-11-05,10-Q,2015.0,"WELLCARE HEALTH PLANS, INC.",2015-09-30,4940700000.0,0.83,3231500000.0,36400000.0,1709200000.0,44084004.0,WCG,HEALTH CARE,86.18,2015-12-31,78.21
0001282266-15-000050,1282266,US,2015-11-05,10-Q,2015.0,"WINDSTREAM HOLDINGS, INC.",2015-09-30,13004400000.0,,12830100000.0,-7200000.0,174300000.0,99300000.0,WIN,PUBLIC UTILITIES,30.7,2015-12-31,32.2
0001283630-15-000012,1283630,US,2015-11-06,10-Q,2015.0,AMERICAN CAMPUS COMMUNITIES INC,2015-09-30,6026102000.0,0.01,3169706000.0,1855000.0,2785723000.0,112323520.0,ACC,CONSUMER SERVICES,36.24,2015-12-31,41.34
0001283699-15-000055,1283699,US,2015-10-27,10-Q,2015.0,"T-MOBILE US, INC.",2015-09-30,58473000000.0,0.15,,138000000.0,16252000000.0,815069272.0,TMUS,PUBLIC UTILITIES,39.81,2015-12-31,39.12
0001284812-15-000242,1284812,US,2015-11-06,10-Q,2015.0,COHEN & STEERS INC,2015-09-30,296023000.0,0.38,49361000.0,17093000.0,245942000.0,45500000.0,CNS,FINANCE,27.45,2015-12-31,30.48
0001286043-15-000095,1286043,US,2015-11-06,10-Q,2015.0,KITE REALTY GROUP TRUST,2015-09-30,3837647000.0,,1907545000.0,2526000.0,1842137000.0,83325074.0,KRG,CONSUMER SERVICES,23.81,2015-12-31,25.93
0001288847-15-000042,1288847,US,2015-11-04,10-Q,2015.0,"FIVE9, INC.",2015-09-30,98870000.0,,72328000.0,-6048000.0,26542000.0,,FIVN,TECHNOLOGY,3.7,2015-12-31,8.7
0001289308-15-000041,1289308,US,2015-11-02,10-Q,2015.0,ENERSYS,2015-09-30,2277510000.0,0.89,1257277000.0,40025000.0,1009313000.0,44944027.0,ENS,CONSUMER NON-DURABLES,53.58,2015-12-31,55.93
0001289419-15-000188,1289419,US,2015-10-29,10-Q,2015.0,"MORNINGSTAR, INC.",2015-09-30,1023600000.0,0.76,343500000.0,33500000.0,679800000.0,44200000.0,MORN,FINANCE,80.26,2015-12-31,80.41
0001289848-15-000015,1289848,US,2015-10-22,10-Q,2015.0,HURON CONSULTING GROUP INC.,2015-09-30,1272144000.0,0.88,,19374000.0,647871000.0,22107000.0,HURN,CONSUMER SERVICES,62.53,2015-12-31,59.4
0001297996-15-000092,1297996,US,2015-11-06,10-Q,2015.0,"DIGITAL REALTY TRUST, INC.",2015-09-30,9501013000.0,0.28,5465362000.0,56978000.0,3995479000.0,135832503.0,DLR,CONSUMER SERVICES,65.32,2015-12-31,75.62
0001299130-15-000156,1299130,US,2015-11-05,10-Q,2015.0,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",2015-09-30,99777000.0,0.02,58407000.0,1821000.0,41370000.0,75205000.0,PACB,CAPITAL GOODS,3.66,2015-12-31,13.13
0001299709-15-000146,1299709,US,2015-10-29,10-Q,2016.0,"BOFI HOLDING, INC.",2015-09-30,6259648000.0,1.6,5681431000.0,25501000.0,578217000.0,15620964.0,BOFI,FINANCE,32.208,2015-12-31,21.05
0001301611-15-000012,1301611,US,2015-10-30,10-Q,2015.0,"LIFEPOINT HEALTH, INC.",2015-09-30,5599000000.0,0.99,3219400000.0,43600000.0,2235700000.0,44000000.0,LPNT,HEALTH CARE,70.9,2015-12-31,73.4
0001301787-15-000125,1301787,US,2015-11-12,10-Q,2015.0,BLUELINX HOLDINGS INC.,2015-09-30,598829000.0,0.01,634625000.0,561000.0,-35796000.0,87690000.0,BXC,CAPITAL GOODS,7.0,2015-12-31,5.3
0001304492-15-000021,1304492,US,2015-11-10,10-Q,2015.0,"PDVWIRELESS, INC.",2015-09-30,282373716.0,,10689634.0,-5458633.0,271684082.0,,PDVW,PUBLIC UTILITIES,29.9,2015-12-31,27.5
0001305168-15-000018,1305168,US,2015-11-06,10-Q,2015.0,"ARC DOCUMENT SOLUTIONS, INC.",2015-09-30,481772000.0,1.72,276067000.0,80286000.0,198672000.0,46698000.0,ARC,CONSUMER SERVICES,5.95,2015-12-31,4.42
0001308606-15-000142,1308606,US,2015-11-06,10-Q,2015.0,"SPIRIT REALTY CAPITAL, INC.",2015-09-30,7892233000.0,0.04,4337011000.0,17167000.0,3555222000.0,440205348.0,SRC,CONSUMER SERVICES,8.197,2015-12-31,8.987
0001310114-15-000024,1310114,US,2015-11-06,10-Q,2015.0,"SERVICESOURCE INTERNATIONAL, INC.",2015-09-30,319065000.0,,166309000.0,-10858000.0,152756000.0,,SREV,MISCELLANEOUS,4.0,2015-12-31,4.61
0001314223-15-000018,1314223,US,2015-11-09,10-Q,2015.0,"AMBER ROAD, INC.",2015-09-30,113799864.0,,63496444.0,-6262993.0,50303420.0,,AMBR,TECHNOLOGY,4.22,2015-12-31,5.09
0001315255-15-000067,1315255,US,2015-11-06,10-Q,2015.0,"GTT COMMUNICATIONS, INC.",2015-09-30,393894000.0,0.05,314261000.0,1762000.0,79633000.0,34981104.0,GTT,PUBLIC UTILITIES,23.26,2015-12-31,17.06
0001315399-15-000005,1315399,US,2015-11-13,10-Q,2015.0,"PARKE BANCORP, INC.",2015-09-30,864652000.0,0.35,755172000.0,2430000.0,109114000.0,6127877.0,PKBK,FINANCE,11.5,2015-12-31,11.345
0001318084-15-000039,1318084,US,2015-11-05,10-Q,2015.0,"CORE-MARK HOLDING COMPANY, INC.",2015-09-30,1016800000.0,0.65,538700000.0,15100000.0,478100000.0,23100000.0,CORE,CONSUMER NON-DURABLES,32.725,2015-12-31,40.97
0001320461-15-000089,1320461,US,2015-11-04,10-Q,2015.0,COOPER-STANDARD HOLDINGS INC.,2015-09-30,2288894000.0,1.89,1683651000.0,32732000.0,591267000.0,17294155.0,CPS,CAPITAL GOODS,58.0,2015-12-31,77.59
0001323885-15-000014,1323885,US,2015-10-30,10-Q,2015.0,"ATRICURE, INC.",2015-09-30,165642000.0,,40158000.0,-6141000.0,125484000.0,,ATRC,HEALTH CARE,21.91,2015-12-31,22.44
0001324404-15-000013,1324404,US,2015-11-09,10-Q,2015.0,"CF INDUSTRIES HOLDINGS, INC.",2015-09-30,12869800000.0,0.39,,,4112000000.0,233100000.0,CF,BASIC INDUSTRIES,44.9,2015-12-31,40.81
0001324410-15-000056,1324410,US,2015-10-28,10-Q,2015.0,GUARANTY BANCORP,2015-09-30,2285630000.0,0.28,2066827000.0,6002000.0,218803000.0,21076380.0,GBNK,FINANCE,16.47,2015-12-31,16.54
0001327318-15-000011,1327318,US,2015-11-12,10-Q,2015.0,"TRUECAR, INC.",2015-09-30,315107000.0,,72066000.0,-11105000.0,243041000.0,,TRUE,TECHNOLOGY,5.21,2015-12-31,9.54
0001332349-15-000061,1332349,US,2015-11-09,10-Q,2015.0,BROOKDALE SENIOR LIVING INC.,2015-09-30,10274960000.0,,7648433000.0,-68220000.0,2626644000.0,,BKD,HEALTH CARE,22.96,2015-12-31,18.46
0001333170-15-000020,1333170,US,2015-11-04,10-Q,2015.0,"NXSTAGE MEDICAL, INC.",2015-09-30,306861000.0,,117090000.0,-1687000.0,188999000.0,,NXTM,HEALTH CARE,15.77,2015-12-31,21.91
0001333493-15-000067,1333493,US,2015-11-06,10-Q,2015.0,"EHEALTH, INC.",2015-09-30,114985000.0,0.2,,3635000.0,86773000.0,18093000.0,EHTH,FINANCE,12.81,2015-12-31,9.98
0001334978-15-000013,1334978,US,2015-11-05,10-Q,2015.0,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",2015-09-30,6133257000.0,-0.06,,-22581000.0,-297832000.0,359689000.0,CCO,CONSUMER SERVICES,7.13,2015-12-31,5.59
0001335258-15-000127,1335258,US,2015-10-29,10-Q,2015.0,"LIVE NATION ENTERTAINMENT, INC.",2015-09-30,6265354000.0,0.39,,89049000.0,1331438000.0,201392591.0,LYV,CONSUMER SERVICES,24.04,2015-12-31,24.57
0001336917-15-000050,1336917,US,2015-11-04,10-Q,2015.0,"UNDER ARMOUR, INC.",2015-09-30,3035502000.0,0.47,1500248000.0,100477000.0,1535254000.0,215743000.0,UA,CONSUMER NON-DURABLES,96.78,2015-12-31,80.61
0001336920-15-000060,1336920,US,2015-10-30,10-Q,2015.0,"LEIDOS HOLDINGS, INC.",2015-09-30,3302000000.0,0.68,,49000000.0,954000000.0,72000000.0,LDOS,TECHNOLOGY,41.31,2015-12-31,56.26
0001339947-15-000042,1339947,US,2015-11-12,10-K,2015.0,VIACOM INC.,2015-09-30,22217000000.0,2.22,,884000000.0,3538000000.0,,VIA,CONSUMER SERVICES,44.27,2015-12-31,43.99
0001341141-15-000053,1341141,US,2015-11-02,10-Q,2015.0,"CATCHMARK TIMBER TRUST, INC.",2015-09-30,566496000.0,-0.05,146581000.0,,,39430000.0,CTT,CONSUMER SERVICES,10.28,2015-12-31,11.31
0001344596-15-000058,1344596,US,2015-11-03,10-Q,2015.0,"AMERICAN RAILCAR INDUSTRIES, INC.",2015-09-30,1430741000.0,,915794000.0,29357000.0,514947000.0,,ARII,CAPITAL GOODS,36.16,2015-12-31,46.28
0001345126-15-000045,1345126,US,2015-11-04,10-Q,2015.0,COMPASS DIVERSIFIED HOLDINGS,2015-09-30,1476136000.0,,571101000.0,164500000.0,868411000.0,,CODI,CONSUMER DURABLES,16.12,2015-12-31,15.89
0001347652-15-000014,1347652,US,2015-11-10,10-Q,2015.0,"CORENERGY INFRASTRUCTURE TRUST, INC.",2015-09-30,689584860.0,-0.01,239574236.0,427219.0,423830138.0,59620742.0,CORR,CONSUMER SERVICES,22.1,2015-12-31,14.84
0001350653-15-000037,1350653,US,2015-11-03,10-Q,2015.0,"ALPHATEC HOLDINGS, INC.",2015-09-30,148384000.0,-1.61,,-160265000.0,-26154000.0,99376000.0,ATEC,HEALTH CARE,3.96,2015-12-31,3.6
0001351541-15-000143,1351541,US,2015-11-06,10-Q,2015.0,"DELEK US HOLDINGS, INC.",2015-09-30,3433500000.0,0.3,,18700000.0,,63189399.0,DK,ENERGY,27.7,2015-12-31,24.6
0001352010-15-000025,1352010,US,2015-11-06,10-Q,2015.0,"EPAM SYSTEMS, INC.",2015-09-30,703728000.0,0.47,130860000.0,22873000.0,572868000.0,49043000.0,EPAM,TECHNOLOGY,74.52,2015-12-31,78.62
0001354488-15-004820,738214,US,2015-11-05,10-Q,2015.0,"AEMETIS, INC",2015-09-30,86967000.0,-0.29,,-5755000.0,-29028000.0,19521.0,AMTX,BASIC INDUSTRIES,2.75,2015-12-31,2.9
0001354488-15-005016,1378624,US,2015-11-13,10-Q,2015.0,"CELLULAR BIOMEDICINE GROUP, INC.",2015-09-30,61876633.0,-0.44,4950881.0,-5142198.0,56925752.0,11622756.0,CBMG,HEALTH CARE,16.93,2015-12-31,21.49
0001354488-15-005078,225211,US,2015-11-13,10-Q,2015.0,"ONE HORIZON GROUP, INC.",2015-09-30,22870000.0,-0.05,6308000.0,-1603000.0,16321000.0,,OHGI,PUBLIC UTILITIES,1.15,2015-12-31,1.16
0001357204-15-000062,1357204,US,2015-11-04,10-Q,2015.0,"DUNKIN' BRANDS GROUP, INC.",2015-09-30,3348075000.0,0.49,,46216000.0,-66008000.0,94975241.0,DNKN,CONSUMER SERVICES,49.0,2015-12-31,42.59
0001357615-15-000217,1357615,US,2015-11-02,10-Q,2015.0,"KBR, INC.",2015-09-30,3651000000.0,0.38,2677000000.0,55000000.0,982000000.0,144000000.0,KBR,BASIC INDUSTRIES,16.66,2015-12-31,16.92
0001358831-15-000027,1358831,US,2015-11-06,10-Q,2015.0,LEGACY RESERVES LP,2015-09-30,2011305000.0,-1.38,1833339000.0,-90077000.0,,68945000.0,LGCY,ENERGY,4.09,2015-12-31,1.75
0001359841-15-000164,1359841,US,2015-10-29,10-Q,2015.0,HANESBRANDS INC.,2015-09-30,5819400000.0,0.41,4569101000.0,162154000.0,1250299000.0,399445000.0,HBI,CONSUMER SERVICES,28.94,2015-12-31,29.43
0001360604-15-000049,1360604,US,2015-10-28,10-Q,2015.0,"HEALTHCARE TRUST OF AMERICA, INC.",2015-09-30,3179586000.0,0.05,1741479000.0,6463000.0,1406416000.0,126863000.0,HTA,CONSUMER SERVICES,24.51,2015-12-31,26.97
0001365555-15-000165,1365555,US,2015-11-09,10-Q,2015.0,"AMTRUST FINANCIAL SERVICES, INC.",2015-09-30,16952439000.0,2.21,14151819000.0,191497000.0,2622706000.0,82591000.0,AFSI,FINANCE,31.49,2015-12-31,30.79
0001366340-15-000007,1366340,US,2015-11-09,10-Q,2015.0,"FINJAN HOLDINGS, INC.",2015-09-30,9938000.0,,2666000.0,,,22561745.0,FNJN,MISCELLANEOUS,1.65,2015-12-31,1.15
0001368265-15-000006,1368265,US,2015-11-05,10-Q,2015.0,CLEAN ENERGY FUELS CORP.,2015-09-30,1044641000.0,-0.25,671266000.0,,346601000.0,91561613.0,CLNE,PUBLIC UTILITIES,4.5,2015-12-31,3.6
0001373715-15-000260,1373715,US,2015-11-04,10-Q,2015.0,"SERVICENOW, INC.",2015-09-30,1662888000.0,,1145954000.0,-41030000.0,516934000.0,,NOW,TECHNOLOGY,69.45,2015-12-31,86.56
0001374535-15-000117,1374535,US,2015-10-27,10-Q,2015.0,ALTRA INDUSTRIAL MOTION CORP.,2015-09-30,658067000.0,0.39,,10221000.0,248072000.0,26145000.0,AIMC,CAPITAL GOODS,23.12,2015-12-31,25.08
0001375151-15-000015,1375151,US,2015-11-09,10-Q,2015.0,"ZOGENIX, INC.",2015-09-30,321563000.0,-0.65,,-14616000.0,189814000.0,22613000.0,ZGNX,HEALTH CARE,13.5,2015-12-31,14.74
0001376474-15-000450,1317945,US,2015-11-13,10-Q,2015.0,"OMEGA FLEX, INC.",2015-09-30,59627000.0,,14570000.0,4232000.0,44824000.0,,OFLX,CAPITAL GOODS,33.4,2015-12-31,33.01
0001380846-15-000023,1380846,US,2015-10-30,10-Q,2015.0,"TRISTATE CAPITAL HOLDINGS, INC.",2015-09-30,3130247000.0,0.22,2809707000.0,6118000.0,320540000.0,27728705.0,TSC,FINANCE,12.47,2015-12-31,13.99
0001381197-15-000040,1381197,US,2015-11-09,10-Q,2015.0,"INTERACTIVE BROKERS GROUP, INC.",2015-09-30,47226000000.0,0.35,41944000000.0,,841000000.0,62458655.0,IBKR,FINANCE,39.47,2015-12-31,43.6
0001383312-15-000061,1383312,US,2015-11-05,10-Q,2016.0,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",2015-09-30,2299500000.0,0.28,1375300000.0,33500000.0,924200000.0,118300000.0,BR,MISCELLANEOUS,55.35,2015-12-31,53.73
0001387131-15-003302,1288855,US,2015-11-13,10-Q,2015.0,"OPTIMUMBANK HOLDINGS, INC.",2015-09-30,119607000.0,,116428000.0,46000.0,3179000.0,,OPHC,FINANCE,10.7,2015-12-31,3.7
0001389050-15-000027,1389050,US,2015-11-05,10-Q,2015.0,"ARCHROCK, INC.",2015-09-30,4698918000.0,-0.09,2797871000.0,-6304000.0,1816737000.0,68560000.0,AROC,PUBLIC UTILITIES,18.0,2015-12-31,7.52
0001390844-15-000013,1390844,US,2015-10-22,10-Q,2015.0,WABCO HOLDINGS INC.,2015-09-30,2598500000.0,0.67,1774000000.0,38800000.0,775900000.0,57606846.0,WBC,CAPITAL GOODS,104.83,2015-12-31,102.26
0001391127-15-000119,1391127,US,2015-11-04,10-Q,2015.0,"LIMELIGHT NETWORKS, INC.",2015-09-30,227939000.0,,29601000.0,-7762000.0,198338000.0,,LLNW,MISCELLANEOUS,1.91,2015-12-31,1.46
0001392972-15-000090,1392972,US,2015-11-05,10-Q,2015.0,"PROS HOLDINGS, INC.",2015-09-30,271155000.0,-0.61,204055000.0,-18182000.0,67100000.0,29649000.0,PRO,TECHNOLOGY,22.14,2015-12-31,23.04
0001393066-15-000013,1393066,US,2015-11-09,10-Q,2015.0,RESOLUTE FOREST PRODUCTS INC.,2015-09-30,4548000000.0,-0.07,2490000000.0,-6000000.0,2046000000.0,91100000.0,RFP,BASIC INDUSTRIES,8.31,2015-12-31,7.57
0001393311-15-000030,1393311,US,2015-11-05,10-Q,2015.0,PUBLIC STORAGE,2015-09-30,9654815000.0,1.58,476207000.0,339568000.0,9152118000.0,172771000.0,PSA,CONSUMER SERVICES,211.63,2015-12-31,247.7
0001393612-15-000043,1393612,US,2015-10-29,10-Q,2015.0,DISCOVER FINANCIAL SERVICES,2015-09-30,85611000000.0,1.38,74308000000.0,612000000.0,11303000000.0,433000000.0,DFS,FINANCE,51.99,2015-12-31,53.62
0001393883-15-000037,1393883,US,2015-10-28,10-Q,2015.0,"DHI GROUP, INC.",2015-09-30,408311000.0,0.13,234489000.0,6511000.0,173822000.0,51228000.0,DHX,MISCELLANEOUS,7.31,2015-12-31,9.17
0001394074-15-000012,1394074,US,2015-11-05,10-Q,2015.0,"SPECTRA ENERGY PARTNERS, LP",2015-09-30,19124000000.0,,,321000000.0,,,SEP,PUBLIC UTILITIES,40.22,2015-12-31,47.7
0001394156-15-000049,1394156,US,2015-11-06,10-Q,2015.0,"DIVERSIFIED RESTAURANT HOLDINGS, INC.",2015-09-30,171100389.0,-0.14,145589502.0,-3581535.0,25510887.0,26251621.0,SAUC,CONSUMER SERVICES,2.7,2015-12-31,2.25
0001396446-15-000120,1396446,US,2015-10-23,10-Q,2015.0,"CYS INVESTMENTS, INC.",2015-09-30,14266574000.0,0.2,12506750000.0,36027000.0,1759824000.0,154633000.0,CYS,CONSUMER SERVICES,7.26,2015-12-31,7.13
0001397911-15-000177,1397911,US,2015-10-29,10-Q,2015.0,LPL FINANCIAL HOLDINGS INC.,2015-09-30,3979358000.0,0.43,3033961000.0,41052000.0,945397000.0,94972000.0,LPLA,FINANCE,39.77,2015-12-31,42.65
0001398987-15-000139,1398987,US,2015-11-05,10-Q,2015.0,REALOGY HOLDINGS CORP.,2015-09-30,8029000000.0,0.75,5636000000.0,110000000.0,2389000000.0,146600000.0,RLGY,FINANCE,37.63,2015-12-31,36.67
0001401257-15-000103,1401257,US,2015-10-30,10-Q,2015.0,"FORUM ENERGY TECHNOLOGIES, INC.",2015-09-30,2141386000.0,0.07,710443000.0,6720000.0,1430496000.0,90058000.0,FET,ENERGY,12.21,2015-12-31,12.46
0001401521-15-000129,1401521,US,2015-11-05,10-Q,2015.0,UNITED INSURANCE HOLDINGS CORP.,2015-09-30,780680000.0,0.38,553497000.0,8083000.0,227183000.0,21290759.0,UIHC,FINANCE,13.15,2015-12-31,17.1
0001403161-15-000013,1403161,US,2015-11-20,10-K,2015.0,VISA INC.,2015-09-30,40236000000.0,,10394000000.0,,,,V,MISCELLANEOUS,69.66,2015-12-31,77.55
0001403256-15-000139,1403256,US,2015-11-03,10-Q,2015.0,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,2015-09-30,10494103000.0,0.1,8208512000.0,17417000.0,-345690000.0,177805122.0,OZM,FINANCE,8.73,2015-12-31,6.23
0001403475-15-000054,1403475,US,2015-11-09,10-Q,2015.0,BANK OF MARIN BANCORP,2015-09-30,1882794000.0,0.8,1670840000.0,4773000.0,211954000.0,5963000.0,BMRC,FINANCE,47.99,2015-12-31,53.4
0001403528-15-000034,1403528,US,2015-11-05,10-Q,2015.0,"OAKTREE CAPITAL GROUP, LLC",2015-09-30,54858051000.0,,12095808000.0,1887000.0,597197000.0,,OAK,FINANCE,49.5,2015-12-31,47.72
0001404912-15-000007,1404912,US,2015-11-05,10-Q,2015.0,KKR & CO. L.P.,2015-09-30,69056926000.0,,19556186000.0,-190588000.0,,,KKR,FINANCE,16.78,2015-12-31,15.59
0001405495-15-000038,1405495,US,2015-10-30,10-Q,2015.0,"INTERDIGITAL, INC.",2015-09-30,1448692000.0,0.68,957082000.0,24520000.0,486323000.0,35798000.0,IDCC,MISCELLANEOUS,50.6,2015-12-31,49.04
0001409375-15-000024,1409375,US,2015-11-09,10-Q,2015.0,"ORION ENERGY SYSTEMS, INC.",2015-09-30,76959000.0,-0.13,18933000.0,-3600000.0,58026000.0,27598492.0,OESX,CONSUMER DURABLES,1.8,2015-12-31,2.17
0001411342-15-000083,1411342,US,2015-11-06,10-Q,2015.0,ELLINGTON FINANCIAL LLC,2015-09-30,3323932000.0,0.12,2565591000.0,3896000.0,752085000.0,,EFC,FINANCE,17.88,2015-12-31,16.78
0001412665-15-000105,1412665,US,2015-10-29,10-Q,2015.0,"MIDWESTONE FINANCIAL GROUP, INC.",2015-09-30,2981840000.0,0.67,2691174000.0,7615000.0,290666000.0,11406132.0,MOFG,FINANCE,29.26,2015-12-31,30.41
0001415889-15-003548,1109196,US,2015-10-30,10-Q,2015.0,"MABVAX THERAPEUTICS HOLDINGS, INC.",2015-09-30,12744194.0,,,-5280254.0,7760488.0,,MBVX,HEALTH CARE,23.778,2015-12-31,15.333
0001415889-15-003716,1411685,US,2015-11-16,10-Q,2015.0,"VISTAGEN THERAPEUTICS, INC.",2015-09-30,1932500.0,-5.26,3257400.0,-7048100.0,-1324900.0,1624371.0,VTGN,HEALTH CARE,10.0,2015-12-31,9.84
0001415889-15-003734,1569329,US,2015-11-16,10-Q,2015.0,"YOUNGEVITY INTERNATIONAL, INC.",2015-09-30,63175000.0,0.0,43917000.0,416000.0,19258000.0,392430816.0,YGYI,CONSUMER SERVICES,6.6,2015-12-31,6.04
0001415889-15-003739,1412486,US,2015-11-16,10-Q,2015.0,"COCRYSTAL PHARMA, INC.",2015-09-30,266160000.0,0.0,69407000.0,-508000.0,196753000.0,694375.0,COCP,HEALTH CARE,19.2,2015-12-31,26.7
0001423902-15-000024,1423902,US,2015-10-29,10-Q,2015.0,"WESTERN GAS EQUITY PARTNERS, LP",2015-09-30,7174004000.0,,3120843000.0,88284000.0,,,WGP,PUBLIC UTILITIES,39.43,2015-12-31,36.29
0001425292-15-000067,1425292,US,2015-10-29,10-Q,2015.0,"CVR PARTNERS, LP",2015-09-30,523755000.0,-0.18,,-13478000.0,,73123000.0,UAN,BASIC INDUSTRIES,9.35,2015-12-31,8.01
0001426945-15-000014,1426945,US,2015-10-30,10-Q,2015.0,"ECHO GLOBAL LOGISTICS, INC.",2015-09-30,765849769.0,0.12,376340902.0,3458705.0,389508867.0,29713235.0,ECHO,TRANSPORTATION,19.6,2015-12-31,20.39
0001433714-15-000037,1433714,US,2015-11-04,10-Q,2015.0,"CASTLIGHT HEALTH, INC.",2015-09-30,184923000.0,,53074000.0,-20007000.0,131849000.0,,CSLT,TECHNOLOGY,4.2,2015-12-31,4.27
0001434621-15-000040,1434621,US,2015-10-26,10-Q,2015.0,"LENDINGTREE, INC.",2015-09-30,174784000.0,0.53,61990000.0,,112794000.0,11445000.0,TREE,FINANCE,93.03,2015-12-31,89.28
0001437106-15-000129,1437106,US,2015-11-09,10-Q,2015.0,"ASCENT CAPITAL GROUP, INC.",2015-09-30,2242037000.0,,1891292000.0,-24330000.0,350745000.0,,ASCMA,CONSUMER SERVICES,27.38,2015-12-31,16.72
0001437578-15-000057,1437578,US,2015-11-09,10-Q,2015.0,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,2015-09-30,2153941000.0,0.34,1439118000.0,20558000.0,714823000.0,,BFAM,MISCELLANEOUS,64.24,2015-12-31,66.8
0001437749-15-019206,1362004,US,2015-10-30,10-Q,2015.0,"ICF INTERNATIONAL, INC.",2015-09-30,1102056000.0,0.6,584678000.0,11545000.0,517378000.0,19316000.0,ICFI,CONSUMER SERVICES,30.39,2015-12-31,35.56
0001437749-15-019581,1168455,US,2015-11-04,10-Q,2015.0,PLUMAS BANCORP,2015-09-30,606856000.0,0.33,565648000.0,1600000.0,41208000.0,4824000.0,PLBC,FINANCE,8.89,2015-12-31,8.68
0001437749-15-019761,1296445,US,2015-11-05,10-Q,2015.0,"ORMAT TECHNOLOGIES, INC.",2015-09-30,2286333000.0,1.41,1228376000.0,72139000.0,962555000.0,49023000.0,ORA,PUBLIC UTILITIES,34.03,2015-12-31,36.47
0001437749-15-019763,1172358,US,2015-11-05,10-Q,2015.0,"DORCHESTER MINERALS, L.P.",2015-09-30,78460000.0,,1819000.0,2683000.0,,,DMLP,ENERGY,14.46,2015-12-31,9.89
0001437749-15-019786,835324,US,2015-11-05,10-Q,2015.0,"STOCK YARDS BANCORP, INC.",2015-09-30,2624607000.0,0.63,2343659000.0,,280948000.0,14754000.0,SYBT,FINANCE,24.233,2015-12-31,25.193
0001437749-15-019798,861842,US,2015-11-05,10-Q,2015.0,CATHAY GENERAL BANCORP,2015-09-30,12749965000.0,0.47,11017879000.0,38483000.0,,81475288.0,CATY,FINANCE,29.96,2015-12-31,31.33
0001437749-15-019876,1421517,US,2015-11-05,10-Q,2015.0,"ENERGY RECOVERY, INC.",2015-09-30,73239000.0,,11119000.0,-340000.0,62120000.0,,ERII,TECHNOLOGY,2.14,2015-12-31,7.07
